Order_Date,Product_Name,Category,Region,Quantity,Sales,Profit,Year,Month,Month_Name,Day,Profit_Margin
2023-08-09,Smartwatch,Electronics,South,2,274.0,42.37,2023,8,August,9,15.463503649635035
2023-09-25,Keyboard,Accessories,South,6,6408.0,885.71,2023,9,September,25,13.821941323345818
2022-05-16,Keyboard,Accessories,West,5,5755.0,1441.84,2022,5,May,16,25.05369244135534
2024-12-10,Tablet,Electronics,West,3,2262.0,245.66,2024,12,December,10,10.860300618921308
2024-05-30,Headphones,Accessories,East,7,1785.0,233.77,2024,5,May,30,13.096358543417367
2023-06-06,Printer,Office,North,8,5128.0,657.87,2023,6,June,6,12.828978159126365
2024-01-04,Camera,Electronics,South,8,5176.0,1400.82,2024,1,January,4,27.063755795981454
2023-09-16,Keyboard,Accessories,North,5,1510.0,331.76,2023,9,September,16,21.970860927152316
2023-03-17,Keyboard,Accessories,North,1,947.0,77.21,2023,3,March,17,8.15311510031679
2023-12-31,Smartphone,Electronics,North,9,5427.0,731.33,2023,12,December,31,13.47576930163995
2022-04-09,Smartwatch,Electronics,South,4,4560.0,507.87,2022,4,April,9,11.1375
2023-05-03,Tablet,Electronics,South,6,2100.0,268.4,2023,5,May,3,12.780952380952378
2024-05-10,Laptop,Electronics,North,1,1054.0,288.15,2024,5,May,10,27.338709677419352
2022-08-18,Smartwatch,Electronics,West,6,7026.0,1814.21,2022,8,August,18,25.821377739823514
2022-07-14,Camera,Electronics,North,9,513.0,151.87,2022,7,July,14,29.604288499025344
2024-04-29,Headphones,Accessories,South,2,2244.0,353.83,2024,4,April,29,15.767825311942959
2024-02-22,Smartphone,Electronics,North,5,1785.0,134.95,2024,2,February,22,7.560224089635853
2023-06-24,Keyboard,Accessories,South,5,725.0,77.91,2023,6,June,24,10.746206896551724
2024-11-13,Smartphone,Electronics,North,4,2516.0,689.29,2024,11,November,13,27.396263910969793
2023-05-29,Monitor,Accessories,East,8,6256.0,1152.99,2023,5,May,29,18.43014705882353
2023-06-11,Camera,Electronics,North,2,452.0,74.34,2023,6,June,11,16.44690265486726
2022-03-05,Laptop,Electronics,South,7,5285.0,1338.58,2022,3,March,5,25.327909176915796
2023-03-19,Smartphone,Electronics,North,6,4872.0,786.79,2023,3,March,19,16.149220032840724
2023-08-22,Keyboard,Accessories,East,5,2495.0,164.56,2023,8,August,22,6.595591182364729
2022-02-19,Monitor,Accessories,West,1,442.0,82.73,2022,2,February,19,18.71719457013575
2024-09-17,Printer,Office,East,9,8595.0,1312.19,2024,9,September,17,15.266899360093078
2022-04-08,Keyboard,Accessories,East,4,3528.0,411.5,2022,4,April,8,11.663832199546485
2024-06-10,Laptop,Electronics,North,7,7777.0,746.84,2024,6,June,10,9.603188890317602
2022-11-05,Smartwatch,Electronics,South,4,2008.0,451.68,2022,11,November,5,22.49402390438247
2022-05-03,Mouse,Accessories,North,2,596.0,41.37,2022,5,May,3,6.941275167785234
2024-12-25,Smartwatch,Electronics,East,9,4950.0,1402.67,2024,12,December,25,28.33676767676768
2024-06-16,Keyboard,Accessories,South,2,630.0,86.07,2024,6,June,16,13.661904761904761
2024-07-05,Camera,Electronics,North,6,6144.0,754.18,2024,7,July,5,12.275065104166666
2023-12-03,Monitor,Accessories,North,1,140.0,24.21,2023,12,December,3,17.292857142857144
2024-01-30,Headphones,Accessories,East,2,2014.0,215.06,2024,1,January,30,10.678252234359483
2024-08-06,Mouse,Accessories,West,2,384.0,99.02,2024,8,August,6,25.786458333333336
2022-01-18,Printer,Office,East,7,3780.0,351.51,2022,1,January,18,9.299206349206349
2023-02-28,Monitor,Accessories,West,7,5047.0,915.75,2023,2,February,28,18.144442242916583
2022-08-27,Headphones,Accessories,South,3,2658.0,175.89,2022,8,August,27,6.6173814898419865
2023-10-14,Mouse,Accessories,West,8,528.0,53.91,2023,10,October,14,10.210227272727272
2022-06-23,Keyboard,Accessories,East,9,6507.0,1045.14,2022,6,June,23,16.0617796219456
2023-06-02,Camera,Electronics,South,7,5887.0,1035.5,2023,6,June,2,17.58960421267199
2023-08-13,Headphones,Accessories,East,8,8224.0,1679.16,2023,8,August,13,20.417801556420233
2022-03-12,Laptop,Electronics,South,3,723.0,115.25,2022,3,March,12,15.94052558782849
2023-06-03,Mouse,Accessories,North,2,2272.0,504.72,2023,6,June,3,22.214788732394368
2022-07-03,Keyboard,Accessories,East,9,8640.0,1963.34,2022,7,July,3,22.72384259259259
2023-09-14,Camera,Electronics,North,8,2984.0,631.81,2023,9,September,14,21.173257372654152
2022-04-28,Smartphone,Electronics,East,2,606.0,150.95,2022,4,April,28,24.90924092409241
2022-04-08,Monitor,Accessories,West,2,170.0,48.69,2022,4,April,8,28.641176470588235
2022-03-21,Headphones,Accessories,East,9,5283.0,1550.3,2022,3,March,21,29.345069089532462
2023-02-27,Smartwatch,Electronics,West,6,1350.0,356.88,2023,2,February,27,26.435555555555556
2022-11-28,Headphones,Accessories,South,4,2500.0,467.34,2022,11,November,28,18.6936
2022-02-11,Camera,Electronics,North,4,4648.0,689.85,2022,2,February,11,14.841867469879519
2023-05-21,Printer,Office,North,5,650.0,93.41,2023,5,May,21,14.37076923076923
2022-09-14,Monitor,Accessories,North,2,1538.0,97.15,2022,9,September,14,6.316644993498049
2024-06-15,Smartwatch,Electronics,East,4,3928.0,325.32,2024,6,June,15,8.282077393075356
2022-03-23,Headphones,Accessories,North,2,2258.0,175.86,2022,3,March,23,7.788308237378211
2022-06-09,Monitor,Accessories,West,9,2988.0,447.93,2022,6,June,9,14.990963855421688
2023-04-07,Headphones,Accessories,South,8,4136.0,810.82,2023,4,April,7,19.60396518375242
2023-10-22,Mouse,Accessories,South,7,3605.0,387.82,2023,10,October,22,10.757836338418862
2023-08-10,Smartwatch,Electronics,West,3,1656.0,469.28,2023,8,August,10,28.338164251207726
2022-12-24,Printer,Office,West,8,7072.0,2113.06,2022,12,December,24,29.879242081447966
2024-09-04,Keyboard,Accessories,South,8,5368.0,542.52,2024,9,September,4,10.10655737704918
2024-01-22,Laptop,Electronics,East,4,1356.0,374.79,2024,1,January,22,27.63938053097345
2024-06-26,Printer,Office,South,6,1326.0,338.66,2024,6,June,26,25.539969834087483
2024-10-26,Printer,Office,East,1,730.0,55.72,2024,10,October,26,7.632876712328766
2024-05-10,Headphones,Accessories,South,4,4664.0,294.05,2024,5,May,10,6.30467409948542
2023-12-04,Laptop,Electronics,North,8,3528.0,593.11,2023,12,December,4,16.811507936507937
2023-03-19,Mouse,Accessories,West,3,1497.0,190.59,2023,3,March,19,12.731462925851703
2023-04-21,Tablet,Electronics,North,3,2628.0,781.94,2023,4,April,21,29.754185692541856
2022-11-12,Laptop,Electronics,West,4,4196.0,655.29,2022,11,November,12,15.617016205910389
2022-08-02,Monitor,Accessories,South,7,1204.0,317.12,2022,8,August,2,26.33887043189369
2023-08-23,Printer,Office,West,7,7119.0,1555.05,2023,8,August,23,21.843657817109143
2024-05-12,Tablet,Electronics,West,8,1848.0,351.02,2024,5,May,12,18.994588744588743
2024-05-24,Tablet,Electronics,South,4,2232.0,531.12,2024,5,May,24,23.79569892473118
2024-12-19,Mouse,Accessories,West,6,5190.0,898.86,2024,12,December,19,17.319075144508673
2022-01-28,Smartphone,Electronics,West,3,1830.0,403.42,2022,1,January,28,22.0448087431694
2022-01-29,Mouse,Accessories,West,1,1033.0,302.68,2022,1,January,29,29.30106485963214
2022-11-01,Smartwatch,Electronics,South,7,2324.0,611.7,2022,11,November,1,26.320998278829606
2023-06-04,Keyboard,Accessories,North,2,1942.0,235.42,2023,6,June,4,12.122554067971162
2022-03-27,Printer,Office,South,7,5740.0,1615.9,2022,3,March,27,28.15156794425087
2022-10-22,Smartwatch,Electronics,South,9,6435.0,1096.88,2022,10,October,22,17.045532245532247
2022-03-29,Mouse,Accessories,North,2,1168.0,172.18,2022,3,March,29,14.741438356164386
2022-08-26,Tablet,Electronics,South,9,7362.0,441.36,2022,8,August,26,5.995110024449878
2023-10-17,Smartwatch,Electronics,West,2,862.0,105.97,2023,10,October,17,12.293503480278423
2023-10-25,Mouse,Accessories,West,1,956.0,167.16,2023,10,October,25,17.485355648535563
2022-06-07,Smartphone,Electronics,West,7,4438.0,770.3,2022,6,June,7,17.356917530419107
2023-10-10,Keyboard,Accessories,East,9,972.0,100.0,2023,10,October,10,10.2880658436214
2022-09-02,Keyboard,Accessories,West,2,1816.0,129.24,2022,9,September,2,7.116740088105727
2023-04-25,Monitor,Accessories,East,4,596.0,105.89,2023,4,April,25,17.766778523489933
2024-03-24,Mouse,Accessories,East,9,1233.0,346.9,2024,3,March,24,28.13463098134631
2023-01-09,Headphones,Accessories,West,1,1055.0,88.61,2023,1,January,9,8.399052132701422
2022-11-13,Tablet,Electronics,East,2,952.0,112.39,2022,11,November,13,11.805672268907564
2023-03-04,Mouse,Accessories,West,1,312.0,40.47,2023,3,March,4,12.971153846153847
2022-02-12,Tablet,Electronics,South,2,294.0,35.05,2022,2,February,12,11.921768707482991
2022-03-28,Smartwatch,Electronics,North,2,474.0,120.91,2022,3,March,28,25.5084388185654
2023-06-02,Camera,Electronics,East,2,788.0,195.15,2023,6,June,2,24.76522842639594
2022-05-15,Mouse,Accessories,North,8,2760.0,156.53,2022,5,May,15,5.671376811594203
2023-10-14,Laptop,Electronics,North,4,908.0,219.79,2023,10,October,14,24.20594713656388
2022-10-17,Smartphone,Electronics,East,1,593.0,133.01,2022,10,October,17,22.430016863406408
2023-07-16,Headphones,Accessories,South,6,1698.0,193.42,2023,7,July,16,11.391048292108362
2024-09-23,Printer,Office,East,1,546.0,124.1,2024,9,September,23,22.72893772893773
2022-08-11,Laptop,Electronics,West,5,4380.0,275.84,2022,8,August,11,6.297716894977167
2023-06-11,Camera,Electronics,West,4,2472.0,594.62,2023,6,June,11,24.0542071197411
2024-04-01,Smartphone,Electronics,East,4,1996.0,396.63,2024,4,April,1,19.87124248496994
2024-12-25,Camera,Electronics,West,5,2525.0,699.74,2024,12,December,25,27.712475247524754
2022-07-05,Headphones,Accessories,West,9,4041.0,517.23,2022,7,July,5,12.799554565701559
2024-07-16,Keyboard,Accessories,South,3,858.0,246.86,2024,7,July,16,28.77156177156177
2022-12-14,Keyboard,Accessories,North,9,4221.0,1238.6,2022,12,December,14,29.34375740345889
2023-02-16,Tablet,Electronics,East,2,858.0,73.49,2023,2,February,16,8.565268065268064
2024-12-05,Keyboard,Accessories,North,1,776.0,172.19,2024,12,December,5,22.189432989690722
2023-08-23,Laptop,Electronics,North,7,3654.0,871.81,2023,8,August,23,23.859058565955117
2024-02-14,Headphones,Accessories,East,3,384.0,45.99,2024,2,February,14,11.9765625
2023-09-16,Printer,Office,West,5,535.0,43.47,2023,9,September,16,8.125233644859813
2022-11-26,Headphones,Accessories,North,9,7992.0,1979.53,2022,11,November,26,24.768893893893893
2024-07-04,Mouse,Accessories,North,7,3892.0,350.57,2024,7,July,4,9.007451181911613
2024-02-26,Tablet,Electronics,East,3,2637.0,468.6,2024,2,February,26,17.77019340159272
2024-02-12,Mouse,Accessories,South,8,8664.0,2349.68,2024,2,February,12,27.120036934441366
2023-10-03,Smartwatch,Electronics,South,6,918.0,116.87,2023,10,October,3,12.730936819172115
2024-01-17,Monitor,Accessories,West,5,5625.0,1006.95,2024,1,January,17,17.901333333333334
2023-06-02,Tablet,Electronics,West,6,6030.0,511.7,2023,6,June,2,8.485903814262024
2022-04-22,Printer,Office,West,8,432.0,98.44,2022,4,April,22,22.787037037037035
2024-02-21,Laptop,Electronics,South,6,1884.0,190.58,2024,2,February,21,10.115711252653927
2023-02-21,Laptop,Electronics,East,9,9225.0,2526.27,2023,2,February,21,27.385040650406506
2022-08-04,Printer,Office,North,2,954.0,71.0,2022,8,August,4,7.4423480083857445
2023-02-07,Smartwatch,Electronics,West,8,7072.0,1983.42,2023,2,February,7,28.046097285067873
2024-08-07,Smartphone,Electronics,North,3,342.0,89.67,2024,8,August,7,26.219298245614038
2023-02-05,Printer,Office,South,4,2440.0,410.86,2023,2,February,5,16.838524590163935
2024-01-22,Mouse,Accessories,South,5,510.0,82.47,2024,1,January,22,16.17058823529412
2023-10-12,Smartphone,Electronics,South,1,192.0,16.47,2023,10,October,12,8.578124999999998
2023-09-26,Mouse,Accessories,East,5,3600.0,712.3,2023,9,September,26,19.78611111111111
2024-06-01,Camera,Electronics,West,7,2597.0,766.32,2024,6,June,1,29.50789372352715
2023-08-12,Camera,Electronics,East,4,772.0,215.62,2023,8,August,12,27.9300518134715
2023-08-06,Mouse,Accessories,West,2,646.0,180.5,2023,8,August,6,27.941176470588236
2024-03-29,Smartphone,Electronics,East,7,2947.0,809.46,2024,3,March,29,27.46725483542586
2023-02-21,Laptop,Electronics,South,5,880.0,255.9,2023,2,February,21,29.079545454545457
2022-02-11,Camera,Electronics,West,3,1038.0,219.69,2022,2,February,11,21.164739884393065
2024-08-05,Printer,Office,West,1,714.0,209.69,2024,8,August,5,29.368347338935575
2023-08-04,Laptop,Electronics,South,4,1792.0,506.56,2023,8,August,4,28.267857142857146
2022-08-21,Headphones,Accessories,East,6,5874.0,1386.51,2022,8,August,21,23.604187946884576
2023-08-13,Smartwatch,Electronics,East,6,2496.0,332.08,2023,8,August,13,13.304487179487179
2023-12-13,Smartwatch,Electronics,West,3,795.0,60.34,2023,12,December,13,7.589937106918239
2023-01-26,Smartphone,Electronics,East,7,7238.0,1597.03,2023,1,January,26,22.064520585797183
2023-08-27,Tablet,Electronics,South,1,430.0,83.33,2023,8,August,27,19.37906976744186
2022-01-10,Headphones,Accessories,West,4,1728.0,239.64,2022,1,January,10,13.868055555555555
2022-04-07,Monitor,Accessories,South,3,1833.0,314.79,2022,4,April,7,17.173486088379704
2023-10-23,Monitor,Accessories,North,7,7280.0,1682.79,2023,10,October,23,23.115247252747253
2024-03-01,Smartwatch,Electronics,South,1,814.0,197.91,2024,3,March,1,24.313267813267814
2023-03-06,Printer,Office,South,8,4696.0,410.03,2023,3,March,6,8.731473594548552
2023-07-27,Mouse,Accessories,South,5,1190.0,235.64,2023,7,July,27,19.80168067226891
2024-01-16,Printer,Office,East,1,591.0,39.06,2024,1,January,16,6.6091370558375635
2023-11-29,Mouse,Accessories,North,9,8100.0,2203.56,2023,11,November,29,27.20444444444444
2024-04-06,Laptop,Electronics,South,6,1500.0,183.31,2024,4,April,6,12.220666666666666
2024-07-26,Smartwatch,Electronics,North,2,300.0,48.69,2024,7,July,26,16.23
2023-05-31,Smartwatch,Electronics,North,9,1098.0,106.97,2023,5,May,31,9.742258652094717
2024-05-28,Monitor,Accessories,West,4,2336.0,509.49,2024,5,May,28,21.810359589041095
2022-10-05,Camera,Electronics,North,5,410.0,40.96,2022,10,October,5,9.990243902439024
2023-10-09,Mouse,Accessories,South,9,594.0,51.49,2023,10,October,9,8.668350168350168
2023-09-20,Smartwatch,Electronics,East,2,218.0,38.93,2023,9,September,20,17.857798165137613
2023-03-25,Tablet,Electronics,South,2,1298.0,123.9,2023,3,March,25,9.545454545454547
2024-03-28,Tablet,Electronics,North,5,895.0,180.64,2024,3,March,28,20.183240223463685
2023-07-31,Keyboard,Accessories,West,4,2828.0,539.43,2023,7,July,31,19.074611032531823
2023-11-15,Tablet,Electronics,West,3,813.0,188.94,2023,11,November,15,23.239852398523986
2024-06-19,Monitor,Accessories,West,4,1800.0,170.19,2024,6,June,19,9.455
2024-07-24,Tablet,Electronics,West,1,99.0,12.79,2024,7,July,24,12.919191919191919
2022-09-15,Headphones,Accessories,West,8,7576.0,1703.42,2022,9,September,15,22.484424498416054
2024-01-24,Smartwatch,Electronics,East,3,1317.0,71.02,2024,1,January,24,5.3925588458618074
2024-03-21,Smartwatch,Electronics,West,3,957.0,120.27,2024,3,March,21,12.567398119122256
2022-01-17,Mouse,Accessories,South,4,1316.0,244.13,2022,1,January,17,18.550911854103344
2024-12-20,Headphones,Accessories,South,6,5346.0,351.93,2024,12,December,20,6.583052749719416
2023-03-07,Smartphone,Electronics,East,1,464.0,66.26,2023,3,March,7,14.280172413793105
2022-09-28,Keyboard,Accessories,North,7,3752.0,835.34,2022,9,September,28,22.263859275053306
2024-07-01,Keyboard,Accessories,West,6,1962.0,301.57,2024,7,July,1,15.370540265035679
2024-11-27,Smartphone,Electronics,South,6,2310.0,202.98,2024,11,November,27,8.787012987012986
2023-03-01,Tablet,Electronics,East,4,3028.0,685.23,2023,3,March,1,22.62978863936592
2023-07-22,Monitor,Accessories,North,3,2994.0,877.92,2023,7,July,22,29.32264529058116
2024-06-18,Tablet,Electronics,South,3,3393.0,313.45,2024,6,June,18,9.238137341585617
2024-11-08,Camera,Electronics,North,3,1209.0,320.61,2024,11,November,8,26.51861042183623
2022-11-18,Keyboard,Accessories,East,8,5784.0,1276.57,2022,11,November,18,22.07071230982019
2022-03-10,Laptop,Electronics,West,9,3078.0,285.05,2022,3,March,10,9.260883690708251
2024-01-18,Printer,Office,South,4,2464.0,602.3,2024,1,January,18,24.443993506493506
2024-12-14,Camera,Electronics,West,5,2445.0,146.6,2024,12,December,14,5.995910020449897
2023-02-24,Keyboard,Accessories,North,8,5312.0,841.13,2023,2,February,24,15.834525602409638
2022-03-31,Keyboard,Accessories,South,1,657.0,101.85,2022,3,March,31,15.50228310502283
2024-05-17,Keyboard,Accessories,South,3,2580.0,173.89,2024,5,May,17,6.739922480620154
2022-10-05,Laptop,Electronics,East,8,4624.0,893.74,2022,10,October,5,19.328287197231834
2023-11-22,Smartwatch,Electronics,North,2,1258.0,146.7,2023,11,November,22,11.661367249602543
2024-07-28,Camera,Electronics,East,7,6468.0,398.23,2024,7,July,28,6.156926406926408
2023-05-24,Monitor,Accessories,West,3,1359.0,152.85,2023,5,May,24,11.247240618101545
2024-11-28,Laptop,Electronics,North,1,104.0,18.67,2024,11,November,28,17.95192307692308
2023-03-01,Headphones,Accessories,South,3,1785.0,93.17,2023,3,March,1,5.219607843137255
2022-06-04,Monitor,Accessories,North,8,7728.0,1748.26,2022,6,June,4,22.62241200828157
2023-05-27,Smartphone,Electronics,West,6,4188.0,1231.16,2023,5,May,27,29.397325692454636
2022-06-25,Smartwatch,Electronics,South,8,3520.0,359.84,2022,6,June,25,10.222727272727273
2023-08-12,Camera,Electronics,East,3,2280.0,365.17,2023,8,August,12,16.01622807017544
2024-07-09,Printer,Office,North,9,2484.0,655.54,2024,7,July,9,26.390499194847017
2024-04-17,Tablet,Electronics,West,3,1248.0,348.19,2024,4,April,17,27.899839743589745
2023-12-12,Smartwatch,Electronics,West,2,850.0,59.92,2023,12,December,12,7.049411764705884
2022-01-07,Printer,Office,East,4,1412.0,150.13,2022,1,January,7,10.63243626062323
2022-05-30,Headphones,Accessories,North,1,465.0,26.5,2022,5,May,30,5.698924731182796
2024-05-28,Printer,Office,West,1,293.0,29.58,2024,5,May,28,10.095563139931741
2022-01-01,Tablet,Electronics,North,9,9234.0,2523.67,2022,1,January,1,27.33019276586528
2022-12-01,Tablet,Electronics,North,2,1298.0,239.45,2022,12,December,1,18.447611710323574
2024-08-07,Printer,Office,East,9,9477.0,2443.62,2024,8,August,7,25.78474200696423
2024-05-29,Printer,Office,South,7,6713.0,457.99,2024,5,May,29,6.8224340831223005
2022-04-25,Laptop,Electronics,South,5,5700.0,999.26,2022,4,April,25,17.530877192982455
2024-07-29,Camera,Electronics,West,6,4146.0,700.46,2024,7,July,29,16.894838398456343
2023-10-11,Tablet,Electronics,North,8,6968.0,704.55,2023,10,October,11,10.111222732491388
2024-09-09,Camera,Electronics,East,2,1054.0,243.5,2024,9,September,9,23.10246679316888
2022-03-15,Keyboard,Accessories,West,3,1983.0,453.09,2022,3,March,15,22.848714069591527
2023-10-26,Keyboard,Accessories,South,5,875.0,70.72,2023,10,October,26,8.082285714285714
2023-09-25,Printer,Office,North,2,268.0,63.01,2023,9,September,25,23.511194029850746
2024-07-17,Headphones,Accessories,West,6,5370.0,1045.1,2024,7,July,17,19.461824953445063
2024-01-10,Monitor,Accessories,West,8,3624.0,1071.43,2024,1,January,10,29.564845474613687
2024-09-22,Smartwatch,Electronics,West,4,1932.0,301.16,2024,9,September,22,15.587991718426503
2022-09-05,Smartphone,Electronics,North,7,6020.0,384.74,2022,9,September,5,6.391029900332226
2024-05-02,Headphones,Accessories,East,5,1775.0,234.67,2024,5,May,2,13.220845070422534
2023-03-09,Smartwatch,Electronics,West,3,1488.0,382.09,2023,3,March,9,25.67809139784946
2024-09-21,Keyboard,Accessories,East,6,6720.0,1113.56,2024,9,September,21,16.570833333333333
2022-04-06,Mouse,Accessories,East,7,5047.0,1356.23,2022,4,April,6,26.87200317020012
2022-03-07,Tablet,Electronics,East,5,3735.0,957.13,2022,3,March,7,25.625970548862114
2024-02-26,Keyboard,Accessories,East,5,1250.0,120.74,2024,2,February,26,9.6592
2022-01-11,Tablet,Electronics,North,7,2751.0,548.05,2022,1,January,11,19.921846601235913
2023-07-14,Laptop,Electronics,East,9,468.0,58.98,2023,7,July,14,12.6025641025641
2023-07-06,Printer,Office,North,4,632.0,114.82,2023,7,July,6,18.16772151898734
2022-09-15,Keyboard,Accessories,South,7,798.0,219.2,2022,9,September,15,27.468671679197993
2022-01-28,Smartwatch,Electronics,South,5,1295.0,104.26,2022,1,January,28,8.050965250965252
2024-12-10,Camera,Electronics,West,4,3360.0,540.38,2024,12,December,10,16.082738095238096
2023-06-11,Camera,Electronics,North,5,995.0,206.95,2023,6,June,11,20.798994974874372
2024-12-20,Smartwatch,Electronics,East,5,550.0,28.72,2024,12,December,20,5.221818181818182
2023-02-27,Monitor,Accessories,West,8,5384.0,724.8,2023,2,February,27,13.462109955423477
2023-11-19,Printer,Office,East,3,3534.0,489.06,2023,11,November,19,13.838709677419356
2024-02-20,Smartphone,Electronics,West,9,6813.0,890.05,2024,2,February,20,13.06399530309702
2023-11-27,Smartwatch,Electronics,East,6,5508.0,1632.37,2023,11,November,27,29.636347131445167
2022-01-27,Headphones,Accessories,East,1,966.0,202.53,2022,1,January,27,20.965838509316768
2024-07-04,Mouse,Accessories,South,4,460.0,92.24,2024,7,July,4,20.05217391304348
2023-06-26,Smartphone,Electronics,North,6,7026.0,459.4,2023,6,June,26,6.538571021918588
2024-05-24,Smartphone,Electronics,South,5,910.0,116.47,2024,5,May,24,12.7989010989011
2022-08-22,Monitor,Accessories,West,9,5796.0,1729.18,2022,8,August,22,29.834023464458248
2022-09-28,Monitor,Accessories,North,3,1050.0,292.64,2022,9,September,28,27.87047619047619
2024-05-28,Mouse,Accessories,West,1,1043.0,151.13,2024,5,May,28,14.48993288590604
2022-10-08,Printer,Office,South,3,3330.0,503.85,2022,10,October,8,15.130630630630632
2022-01-19,Mouse,Accessories,East,8,1896.0,448.53,2022,1,January,19,23.656645569620252
2023-04-29,Camera,Electronics,West,5,5170.0,1248.66,2023,4,April,29,24.15203094777563
2023-04-24,Printer,Office,North,2,466.0,25.04,2023,4,April,24,5.3733905579399135
2023-06-15,Mouse,Accessories,North,8,6032.0,1636.61,2023,6,June,15,27.132128647214852
2023-03-22,Camera,Electronics,South,1,1084.0,103.06,2023,3,March,22,9.507380073800737
2023-09-20,Keyboard,Accessories,North,2,490.0,45.34,2023,9,September,20,9.253061224489796
2022-06-30,Monitor,Accessories,North,6,558.0,57.01,2022,6,June,30,10.216845878136201
2024-02-18,Monitor,Accessories,East,4,4024.0,787.06,2024,2,February,18,19.55914512922465
2023-02-02,Mouse,Accessories,East,4,1560.0,461.15,2023,2,February,2,29.56089743589743
2024-03-08,Laptop,Electronics,North,1,126.0,26.62,2024,3,March,8,21.126984126984127
2023-10-08,Mouse,Accessories,South,7,4921.0,827.87,2023,10,October,8,16.82320666531193
2023-10-10,Headphones,Accessories,West,5,2665.0,532.76,2023,10,October,10,19.990994371482177
2023-04-05,Headphones,Accessories,South,4,200.0,58.42,2023,4,April,5,29.21
2024-08-01,Smartwatch,Electronics,East,2,186.0,32.48,2024,8,August,1,17.462365591397848
2024-10-12,Monitor,Accessories,South,8,5456.0,898.06,2024,10,October,12,16.460043988269792
2022-07-29,Smartwatch,Electronics,West,9,3321.0,540.67,2022,7,July,29,16.28033724781692
2024-02-13,Headphones,Accessories,North,7,3766.0,914.49,2024,2,February,13,24.282793414763677
2022-05-07,Keyboard,Accessories,West,6,3150.0,498.63,2022,5,May,7,15.82952380952381
2022-05-19,Laptop,Electronics,East,2,646.0,110.13,2022,5,May,19,17.04798761609907
2022-08-12,Smartphone,Electronics,South,5,2665.0,369.73,2022,8,August,12,13.873545966228892
2023-10-13,Smartwatch,Electronics,North,9,1467.0,384.22,2023,10,October,13,26.19086571233811
2024-07-05,Tablet,Electronics,North,7,4620.0,990.79,2024,7,July,5,21.445670995670994
2023-03-17,Tablet,Electronics,West,8,1184.0,148.69,2023,3,March,17,12.558277027027026
2023-11-01,Camera,Electronics,East,1,113.0,20.07,2023,11,November,1,17.761061946902657
2024-10-02,Printer,Office,East,8,3336.0,492.76,2024,10,October,2,14.770983213429256
2023-04-09,Smartphone,Electronics,South,4,4224.0,477.33,2023,4,April,9,11.300426136363637
2022-07-09,Headphones,Accessories,North,3,1098.0,144.24,2022,7,July,9,13.136612021857925
2024-03-10,Camera,Electronics,South,8,4400.0,351.82,2024,3,March,10,7.995909090909091
2022-05-08,Printer,Office,North,8,5616.0,723.42,2022,5,May,8,12.881410256410255
2024-03-02,Printer,Office,North,7,4676.0,520.38,2024,3,March,2,11.12874251497006
2022-07-19,Smartwatch,Electronics,North,2,2370.0,641.23,2022,7,July,19,27.05611814345992
2023-01-24,Mouse,Accessories,West,7,4487.0,688.76,2023,1,January,24,15.350122576331623
2024-10-01,Camera,Electronics,North,6,6384.0,1754.15,2024,10,October,1,27.477286967418546
2023-03-30,Keyboard,Accessories,South,8,2960.0,878.11,2023,3,March,30,29.66587837837838
2022-03-24,Smartwatch,Electronics,East,1,897.0,250.78,2022,3,March,24,27.957636566332216
2023-03-25,Smartphone,Electronics,East,2,1178.0,120.51,2023,3,March,25,10.230050933786078
2023-01-20,Smartwatch,Electronics,East,2,1026.0,64.51,2023,1,January,20,6.287524366471735
2022-05-22,Printer,Office,South,1,1148.0,89.04,2022,5,May,22,7.7560975609756095
2023-02-15,Printer,Office,West,7,3185.0,765.41,2023,2,February,15,24.03171114599686
2022-03-03,Smartphone,Electronics,East,7,5180.0,463.35,2022,3,March,3,8.944980694980694
2022-11-02,Headphones,Accessories,South,5,2025.0,295.13,2022,11,November,2,14.574320987654321
2024-12-24,Tablet,Electronics,North,9,1359.0,187.72,2024,12,December,24,13.813097866077998
2023-03-30,Camera,Electronics,South,4,1836.0,462.52,2023,3,March,30,25.191721132897605
2022-12-03,Tablet,Electronics,West,2,702.0,112.04,2022,12,December,3,15.960113960113961
2024-12-07,Smartphone,Electronics,West,8,6576.0,1337.38,2024,12,December,7,20.337287104622874
2024-03-07,Smartwatch,Electronics,West,2,1428.0,398.24,2024,3,March,7,27.887955182072833
2023-01-08,Camera,Electronics,North,7,6853.0,1259.03,2023,1,January,8,18.37195388880782
2022-05-16,Camera,Electronics,West,2,1492.0,276.56,2022,5,May,16,18.536193029490615
2024-04-29,Printer,Office,North,6,1938.0,146.73,2024,4,April,29,7.571207430340557
2023-01-08,Camera,Electronics,South,5,905.0,70.91,2023,1,January,8,7.835359116022099
2022-02-25,Printer,Office,North,3,2571.0,510.01,2022,2,February,25,19.83702839362116
2024-04-08,Tablet,Electronics,West,4,1500.0,127.81,2024,4,April,8,8.520666666666667
2023-03-17,Smartwatch,Electronics,South,9,8712.0,1034.27,2023,3,March,17,11.871786042240586
2024-07-23,Monitor,Accessories,East,4,1308.0,368.28,2024,7,July,23,28.15596330275229
2024-03-06,Smartphone,Electronics,South,4,2648.0,707.32,2024,3,March,6,26.711480362537763
